# Task	Agent	Seed	Alpha	Discount	RWSSubdir	RWSEpoch	ReachWeighting	ExtraArgs
humanoidmaze-medium-navigate-v0	gcivl	1	10.0	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	-
humanoidmaze-medium-navigate-v0	gcivl	2	10.0	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	-
humanoidmaze-medium-navigate-v0	gcivl	3	10.0	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	-
humanoidmaze-medium-navigate-v0	gcivl	4	10.0	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	-
humanoidmaze-medium-navigate-v0	gciql	0	0.1	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	-
humanoidmaze-medium-navigate-v0	gciql	1	0.1	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	-
humanoidmaze-medium-navigate-v0	gciql	2	0.1	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	-
humanoidmaze-medium-navigate-v0	gciql	3	0.1	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	-
humanoidmaze-medium-navigate-v0	gciql	4	0.1	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	-
humanoidmaze-medium-navigate-v0	hiql	0	-	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0 --agent.subgoal_steps=100
humanoidmaze-medium-navigate-v0	hiql	1	-	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0 --agent.subgoal_steps=100
humanoidmaze-medium-navigate-v0	hiql	2	-	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0 --agent.subgoal_steps=100
humanoidmaze-medium-navigate-v0	hiql	3	-	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0 --agent.subgoal_steps=100
humanoidmaze-medium-navigate-v0	hiql	4	-	0.995	sd042_s_12900064.0.20251028_193628	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0 --agent.subgoal_steps=100
humanoidmaze-medium-stitch-v0	gcivl	0	10.0	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	-
humanoidmaze-medium-stitch-v0	gcivl	1	10.0	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	-
humanoidmaze-medium-stitch-v0	gcivl	2	10.0	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	-
humanoidmaze-medium-stitch-v0	gcivl	3	10.0	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	-
humanoidmaze-medium-stitch-v0	gcivl	4	10.0	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	-
humanoidmaze-medium-stitch-v0	gciql	0	0.1	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	-
humanoidmaze-medium-stitch-v0	gciql	1	0.1	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	-
humanoidmaze-medium-stitch-v0	gciql	2	0.1	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	-
humanoidmaze-medium-stitch-v0	gciql	3	0.1	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	-
humanoidmaze-medium-stitch-v0	gciql	4	0.1	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	-
humanoidmaze-medium-stitch-v0	hiql	0	-	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0 --agent.subgoal_steps=100
humanoidmaze-medium-stitch-v0	hiql	1	-	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0 --agent.subgoal_steps=100
humanoidmaze-medium-stitch-v0	hiql	2	-	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0 --agent.subgoal_steps=100
humanoidmaze-medium-stitch-v0	hiql	3	-	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0 --agent.subgoal_steps=100
humanoidmaze-medium-stitch-v0	hiql	4	-	0.995	sd042_s_12900220.0.20251028_200549	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0 --agent.subgoal_steps=100
pointmaze-giant-navigate-v0	gcivl	0	10.0	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	-
pointmaze-giant-navigate-v0	gcivl	1	10.0	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	-
pointmaze-giant-navigate-v0	gcivl	2	10.0	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	-
pointmaze-giant-navigate-v0	gcivl	3	10.0	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	-
pointmaze-giant-navigate-v0	gcivl	4	10.0	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	-
pointmaze-giant-navigate-v0	gciql	0	0.003	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	-
pointmaze-giant-navigate-v0	gciql	1	0.003	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	-
pointmaze-giant-navigate-v0	gciql	2	0.003	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	-
pointmaze-giant-navigate-v0	gciql	3	0.003	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	-
pointmaze-giant-navigate-v0	gciql	4	0.003	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	-
pointmaze-giant-navigate-v0	hiql	0	-	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-navigate-v0	hiql	1	-	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-navigate-v0	hiql	2	-	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-navigate-v0	hiql	3	-	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-navigate-v0	hiql	4	-	0.995	sd042_s_12898330.0.20251028_182528	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-stitch-v0	gcivl	0	10.0	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	-
pointmaze-giant-stitch-v0	gcivl	1	10.0	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	-
pointmaze-giant-stitch-v0	gcivl	2	10.0	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	-
pointmaze-giant-stitch-v0	gcivl	3	10.0	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	-
pointmaze-giant-stitch-v0	gcivl	4	10.0	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	-
pointmaze-giant-stitch-v0	gciql	0	0.003	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	-
pointmaze-giant-stitch-v0	gciql	1	0.003	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	-
pointmaze-giant-stitch-v0	gciql	2	0.003	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	-
pointmaze-giant-stitch-v0	gciql	3	0.003	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	-
pointmaze-giant-stitch-v0	gciql	4	0.003	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	-
pointmaze-giant-stitch-v0	hiql	0	-	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-stitch-v0	hiql	1	-	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-stitch-v0	hiql	2	-	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-stitch-v0	hiql	3	-	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-giant-stitch-v0	hiql	4	-	0.995	sd042_s_12898334.0.20251028_182534	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-navigate-v0	gcivl	0	10.0	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	-
pointmaze-large-navigate-v0	gcivl	1	10.0	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	-
pointmaze-large-navigate-v0	gcivl	2	10.0	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	-
pointmaze-large-navigate-v0	gcivl	3	10.0	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	-
pointmaze-large-navigate-v0	gcivl	4	10.0	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	-
pointmaze-large-navigate-v0	gciql	0	0.003	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	-
pointmaze-large-navigate-v0	gciql	1	0.003	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	-
pointmaze-large-navigate-v0	gciql	2	0.003	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	-
pointmaze-large-navigate-v0	gciql	3	0.003	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	-
pointmaze-large-navigate-v0	gciql	4	0.003	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	-
pointmaze-large-navigate-v0	hiql	0	-	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-navigate-v0	hiql	1	-	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-navigate-v0	hiql	2	-	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-navigate-v0	hiql	3	-	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-navigate-v0	hiql	4	-	0.99	sd042_s_12898329.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-stitch-v0	gcivl	0	10.0	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	-
pointmaze-large-stitch-v0	gcivl	1	10.0	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	-
pointmaze-large-stitch-v0	gcivl	2	10.0	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	-
pointmaze-large-stitch-v0	gcivl	3	10.0	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	-
pointmaze-large-stitch-v0	gcivl	4	10.0	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	-
pointmaze-large-stitch-v0	gciql	0	0.003	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	-
pointmaze-large-stitch-v0	gciql	1	0.003	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	-
pointmaze-large-stitch-v0	gciql	2	0.003	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	-
pointmaze-large-stitch-v0	gciql	3	0.003	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	-
pointmaze-large-stitch-v0	gciql	4	0.003	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	-
pointmaze-large-stitch-v0	hiql	0	-	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-stitch-v0	hiql	1	-	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-stitch-v0	hiql	2	-	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-stitch-v0	hiql	3	-	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-large-stitch-v0	hiql	4	-	0.99	sd042_s_12898333.0.20251028_182531	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-navigate-v0	gcivl	0	10.0	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	-
pointmaze-medium-navigate-v0	gcivl	1	10.0	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	-
pointmaze-medium-navigate-v0	gcivl	2	10.0	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	-
pointmaze-medium-navigate-v0	gcivl	3	10.0	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	-
pointmaze-medium-navigate-v0	gcivl	4	10.0	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	-
pointmaze-medium-navigate-v0	gciql	0	0.003	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	-
pointmaze-medium-navigate-v0	gciql	1	0.003	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	-
pointmaze-medium-navigate-v0	gciql	2	0.003	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	-
pointmaze-medium-navigate-v0	gciql	3	0.003	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	-
pointmaze-medium-navigate-v0	gciql	4	0.003	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	-
pointmaze-medium-navigate-v0	hiql	0	-	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-navigate-v0	hiql	1	-	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-navigate-v0	hiql	2	-	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-navigate-v0	hiql	3	-	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-navigate-v0	hiql	4	-	0.99	sd042_s_12898328.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-stitch-v0	gcivl	0	10.0	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	-
pointmaze-medium-stitch-v0	gcivl	1	10.0	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	-
pointmaze-medium-stitch-v0	gcivl	2	10.0	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	-
pointmaze-medium-stitch-v0	gcivl	3	10.0	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	-
pointmaze-medium-stitch-v0	gcivl	4	10.0	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	-
pointmaze-medium-stitch-v0	gciql	0	0.003	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	-
pointmaze-medium-stitch-v0	gciql	1	0.003	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	-
pointmaze-medium-stitch-v0	gciql	2	0.003	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	-
pointmaze-medium-stitch-v0	gciql	3	0.003	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	-
pointmaze-medium-stitch-v0	gciql	4	0.003	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	-
pointmaze-medium-stitch-v0	hiql	0	-	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-stitch-v0	hiql	1	-	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-stitch-v0	hiql	2	-	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-stitch-v0	hiql	3	-	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-medium-stitch-v0	hiql	4	-	0.99	sd042_s_12898332.0.20251028_182530	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-navigate-v0	gcivl	0	10.0	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	-
pointmaze-teleport-navigate-v0	gcivl	1	10.0	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	-
pointmaze-teleport-navigate-v0	gcivl	2	10.0	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	-
pointmaze-teleport-navigate-v0	gcivl	3	10.0	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	-
pointmaze-teleport-navigate-v0	gcivl	4	10.0	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	-
pointmaze-teleport-navigate-v0	gciql	0	0.003	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	-
pointmaze-teleport-navigate-v0	gciql	1	0.003	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	-
pointmaze-teleport-navigate-v0	gciql	2	0.003	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	-
pointmaze-teleport-navigate-v0	gciql	3	0.003	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	-
pointmaze-teleport-navigate-v0	gciql	4	0.003	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	-
pointmaze-teleport-navigate-v0	hiql	0	-	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-navigate-v0	hiql	1	-	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-navigate-v0	hiql	2	-	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-navigate-v0	hiql	3	-	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-navigate-v0	hiql	4	-	0.99	sd042_s_12898331.0.20251028_182547	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-stitch-v0	gcivl	0	10.0	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	-
pointmaze-teleport-stitch-v0	gcivl	1	10.0	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	-
pointmaze-teleport-stitch-v0	gcivl	2	10.0	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	-
pointmaze-teleport-stitch-v0	gcivl	3	10.0	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	-
pointmaze-teleport-stitch-v0	gcivl	4	10.0	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	-
pointmaze-teleport-stitch-v0	gciql	0	0.003	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	-
pointmaze-teleport-stitch-v0	gciql	1	0.003	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	-
pointmaze-teleport-stitch-v0	gciql	2	0.003	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	-
pointmaze-teleport-stitch-v0	gciql	3	0.003	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	-
pointmaze-teleport-stitch-v0	gciql	4	0.003	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	-
pointmaze-teleport-stitch-v0	hiql	0	-	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-stitch-v0	hiql	1	-	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-stitch-v0	hiql	2	-	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-stitch-v0	hiql	3	-	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
pointmaze-teleport-stitch-v0	hiql	4	-	0.99	sd042_s_12898979.0.20251028_184524	400000	adv	--agent.high_alpha=3.0 --agent.low_alpha=3.0
